compound_smiles,viscosity_value,temperature_K,pressure_kPa
CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01654,343.15,101.325
CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.01654,348.15,101.0
CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.01654,293.15,101.325
C=CC[N+](C)(C)CC.O=S(=O)([O-])C(F)(F)F,0.01653,353.0,101.325
CCCC[n+]1ccn(C)c1.F[B-](F)(F)c1ccccc1,0.01652,347.9,101.325
CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01651,368.0,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0165,387.82,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0165,388.57,101.325
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0165,353.15,15000.0
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0165,368.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0165,328.0,100.0
CCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0.0165,368.2,101.325
CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0165,343.1,101.325
CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0165,343.15,101.325
CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.0165,328.15,101.0
CCCCn1c[n+](C)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0165,343.0,101.325
CCCC[n+]1ccccc1.F[B-](F)(F)c1ccccc1,0.0165,348.0,101.325
CC[S+](CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0165,318.15,100.0
CCn1cc[n+](C)c1.C[C@H](O)C(=O)[O-],0.0165,348.15,101.325
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.c(N(CCC)CCC)1c(N(CCC)CCC)[c+]1N(CCC)CCC,0.0165,353.0,101.325
CCCCn1cc[n+](C)c1C.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.01649,353.15,101.325
CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.01648,313.15,101.325
Cc1ccc[n+](CC(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01647,343.15,101.325
CCCC[N+]1(C)CCCC1.N#C[N-]C#N,0.01647,328.15,101.325
CCCCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,0.01647,323.09,101.325
CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.01646,353.15,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01646,343.15,100.0
CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,0.01645,328.31,101.325
CC[n+]1ccn(C)c1.NCC(=O)[O-],0.01645,353.15,101.0
CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.01645,333.15,101.0
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01644,343.15,101.325
CC[n+]1ccccc1.N#C[N-]C#N,0.01644,303.15,101.325
CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.01642,353.15,101.325
CCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01641,358.35,101.325
Cc1cccc[nH+]1.O=C([O-])C(F)(F)F,0.01641,309.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0164,348.15,50700.0
CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,0.0164,378.15,40000.0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0164,309.85,101.325
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0164,353.15,50000.0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0164,323.15,4190.0
CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0164,343.15,2000.0
CC(=O)[O-].CC[NH+](C)C,0.0164,293.15,101.325
CCCCn1cc[n+](C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,0.0164,318.0,100.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0164,328.0,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0164,323.2,101.325
CC[n+]1ccn(C)c1.N#C[S-],0.0164,308.0,101.325
CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0164,338.15,101.0
N#C[C-](C#N)C#N.OCC[n+]1ccccc1,0.0164,338.15,101.0
CCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0164,343.15,101.0
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0164,343.15,100.0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0164,322.8,101.325
[N-](C#N)C#N.c(N(CCCC)CCCC)1c(N(CCCC)CCCC)[c+]1N(CCCC)CCCC,0.0164,363.0,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.0164,343.15,101.0
Cn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0164,323.15,101.325
C=CC[NH+](C)C.O=S(=O)([O-])C(F)(F)F,0.0164,323.0,101.325
CC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0164,323.15,100.0
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0164,373.0,101.325
CC[n+]1cccc(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.01639,353.15,101.325
CC[n+]1ccn(C)c1.N#C[S-],0.01639,308.15,101.325
CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.01638,343.15,101.325
CC[n+]1ccn(C)c1.N#C[N-]C#N,0.01637,293.39,101.325
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.01637,343.151,101.0
CC[n+]1ccn(C)c1.N#C[N-]C#N,0.01636,293.392,101.325
CC(=O)[O-].CC[NH2+]CC,0.01636,298.15,101.0
C=CC[N+](C)(C)CC.O=C([O-])C(F)(F)F,0.01635,338.0,101.325
CC[n+]1ccn(C)c1.F[B-](F)(F)F,0.01635,323.15,101.325
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.01634,368.13,100.0
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.01633,343.23,100.0
CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01633,333.0,101.325
CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.01632,348.15,101.325
COCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01632,348.15,101.325
CC(=O)[O-].CC[n+]1ccn(C)c1,0.01631,348.15,101.325
C(#N)[BH2-]C#N.C(CCC)N1C=[N+](C=C1)C,0.0163,295.15,101.325
CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0163,343.15,100.0
CCCCC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0163,358.15,100.0
CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0163,343.0,100.0
CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.0163,313.0,100.0
Cn1cc[n+](CCO)c1.N#C[N-]C#N,0.0163,333.15,101.325
CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0163,328.15,101.3
C(#N)[C-](C#N)C#N.C(CCC)[N+]1(CCCCC1)C,0.0163,333.0,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0163,332.8,101.325
CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0163,353.15,101.0
CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.0163,313.15,100.0
CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.0163,295.1,101.325
Cn1cc[n+](CCCC#N)c1.N#C[N-]C#N,0.0163,353.0,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,0.01629,363.15,101.325
CCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.01629,338.15,101.0
CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01629,338.15,101.0
CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.01628,348.15,101.325
CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.01626,348.15,100.0
CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.01626,328.15,101.3
CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01626,328.15,101.325
CC(=O)[O-].CC[n+]1ccn(C)c1,0.01625,348.15,96.7
CCCC[n+]1cccc(C)c1.N#C[C-](C#N)C#N,0.01625,323.15,101.325
CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01621,348.15,25100.0
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0162,389.32,101.325
CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0162,348.15,100.0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0162,333.15,28950.0
CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0162,353.15,20390.0
CC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0162,353.15,100.0
COCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,0.0162,328.0,101.325
CC[N+](C)(C)CCCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0162,358.15,100.0
CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0162,343.15,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,0.0162,353.15,101.325
CCCC[n+]1ccn(C)c1.F[B-](F)(F)c1ccccc1,0.0162,348.0,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0162,331.12,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0162,322.59,101.325
C[N+]1=C(O)CCC1.F[B-](F)(F)F,0.0162,351.0,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.0162,343.15,101.325
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.c(N(CC)C)1c(N(CC)C)[c+]1N(CC)C,0.0162,333.0,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01619,323.15,5800.0
CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.01619,353.15,101.325
CCCC[n+]1ccn(C)c1.N#C[S-],0.01619,328.15,101.325
CCCC[N+]1(CCCC1)C.[N-](C#N)S(=O)(=O)C(F)(F)F,0.01619,328.0,101.0
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.01618,343.99,100.0
CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01618,348.15,25200.0
CCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01618,338.15,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01617,323.15,5800.0
CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,0.01615,328.87,101.325
CCCC[N+]1(C)CCCC1.N#C[N-]C#N,0.01615,323.15,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01614,343.15,100.0
CC(C)C[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01614,358.15,101.325
CCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01614,363.2,101.325
CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01614,353.0,101.325
CC[n+]1ccn(C)c1.N#C[N-]C#N,0.01613,294.193,101.325
CC[n+]1ccn(C)c1.N#C[N-]C#N,0.01613,294.199,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01613,343.15,100.0
CC(=O)[O-].CC[NH+](CC)CC,0.01613,308.15,101.0
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01612,343.15,101.325
FC(C(F)(F)F)(S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)F.C(C)[P+](CCCCC)(CC)CC,0.01611,363.15,101.325
CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.01611,328.15,101.325
CCn1cc[n+](C)c1.Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl,0.01611,293.15,100.0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0161,323.15,2820.0
CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0161,345.62,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.0161,343.0,100.0
CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0161,338.15,101.3
CCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0161,333.15,101.0
CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0161,338.15,101.325
COCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0161,333.15,101.325
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.c(N(C)C)1c(N(C)C)[c+]1NCC=C,0.0161,343.0,101.325
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.c(N(CCCCC)CCCCC)1c(N(CCCCC)CCCCC)[c+]1N(CCCCC)CCCCC,0.0161,363.0,101.325
CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0161,333.15,101.0
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.c(N(C)C)1c(N(C)C)[c+]1N(CCCCCC)CCCCCC,0.0161,353.0,101.325
CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0161,353.15,101.325
O=[N+]([O-])[O-].OCCc1cccc[nH+]1,0.0161,313.0,101.325
CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],0.0161,343.15,101.325
CC[n+]1ccn(C)c1.N#C[N-]C#N,0.01609,298.15,101.325
CCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01609,348.15,101.325
Cn1cc[n+](CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01608,343.15,101.325
CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.01608,313.15,101.325
CCCC[n+]1ccn(C)c1.N#C[S-],0.01606,333.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.01605,357.71,40080.0
CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01605,358.0,101.325
CCCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.016039,348.15,101.325
CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.01602,358.2,5110.0
CC[NH3+].O=[N+]([O-])[O-],0.01602,328.15,101.325
CC[n+]1ccn(C)c1.N#C[S-],0.01602,313.15,101.325
CCCCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.016019,348.15,101.325
CCCn1cc[n+](CCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01601,333.15,101.325
CC(=O)[O-].CC[n+]1ccn(C)c1,0.01601,348.15,101.0
CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.01601,313.15,101.325
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,0.01601,348.15,101.3
CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,0.01601,341.15,100.0
CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01601,330.15,100.0
COS(=O)(=O)[O-].Cn1cc[n+](C)c1,0.01601,343.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.016,389.3,101.325
CCCC[n+]1cccc(C)c1.N#C[N-]C#N,0.016,328.15,50140.0
CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.016,313.2,100.0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.016,343.15,62000.0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.016,343.15,69300.0
CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.016,348.15,101.325
CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,0.016,363.15,101.325
CC[n+]1ccn(C)c1.F[B-](F)(F)F,0.016,345.0,101.325
CC(=O)[O-].CC[n+]1ccn(C)c1,0.016,348.15,101.0
CC[n+]1ccsc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.016,343.127,101.325
CC[P+](CC)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.016,324.2,101.325
CCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.016,338.15,101.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.016,328.15,101.0
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.016,350.72,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.016,323.15,101.325
CC(=O)[O-].CC[n+]1ccn(C)c1,0.016,341.3,100.0
CCCCCCCCCC[n+]1ccn(C)c1.[O-]c1ccccc1,0.016,363.15,101.325
CCCC[n+]1ccn(C)c1.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)C(F)(F)F,0.016,343.0,100.0
CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.016,343.0,101.325
CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.016,343.0,101.325
[N-](C#N)C#N.c(N(CC)CC)1c(N(CC)CC)[c+]1N(CCCCCC)CCCCCC,0.016,343.0,101.325
CC1=CC(=O)[N-]S(=O)(=O)O1.CCCCCCn1cc[n+](C)c1,0.016,343.0,101.325
CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.016,328.15,101.0
CC(C)n1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.016,333.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.016,333.0,101.325
CCCCn1cc[nH+]c1.O=C([O-])c1ccccc1O,0.016,348.0,101.325
CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.016,333.15,101.0
CCCC(=O)[O-].CCCCCCCC[NH+](CCCCCCCC)CCCCCCCC,0.016,298.15,101.325
CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.01599,358.2,5170.0
CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.01599,313.15,100.0
CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01599,343.15,100.0
CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01597,343.15,100.0
CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01597,333.15,101.325
CC[NH3+].O=[N+]([O-])[O-],0.01597,328.0,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01597,343.0,101.325
CCCCCCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.015968,353.15,101.325
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.01596,363.15,100.0
CCCCCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,0.01596,323.15,100.0
CC[n+]1ccn(C)c1.N#C[N-]C#N,0.01595,294.996,101.325
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.01595,344.05,100.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01595,333.15,100.0
CCCCC[n+]1ccccc1.N#C[N-]C#N,0.01595,328.15,101.325
COCC[n+]1ccccc1.N#C[S-],0.01594,348.141,101.325
CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.01593,313.15,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01593,323.15,101.3
CCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01592,343.0,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01591,333.15,101.3
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0159,363.15,100.0
CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0159,348.15,100.0
CCCC[n+]1cccc(C)c1.N#C[N-]C#N,0.0159,318.15,1000.0
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0159,373.2,10000.0
CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,0.0159,333.0,100.0
CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,0.0159,338.0,101.325
CCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0159,348.15,100.0
CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0159,328.15,101.325
Cn1cc[n+](CCCC#N)c1.N#C[N-]C#N,0.0159,358.15,101.325
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0159,348.15,100.0
CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0159,333.15,101.325
Cn1cc[n+](CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0159,343.15,101.3
CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0159,348.0,101.325
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0159,363.0,101.325
CCCCCC(=O)[O-].OCC[NH2+]c1ccccc1,0.0159,313.15,100.0
[N-](C#N)C#N.C(CCC)[P+](CCCCCC)(CCCC)CCCC,0.0159,353.15,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0159,343.15,101.325
CC(C)n1cc[n+](C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,0.0159,313.2,100.9
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0159,333.0,101.325
CC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0159,323.15,101.0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0159,323.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0159,333.15,101.325
CCCCCCCC(=O)[O-].CCCCCC[NH+](CCCCCC)CCCCCC,0.0159,298.15,101.325
CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01589,343.15,100.0
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.01588,363.15,100.0
CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.01588,318.15,100.0
CCCCCCCCn1cc[n+](CCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01588,358.15,101.325
