compound_smiles,viscosity_value,temperature_K,pressure_kPa
C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,3.52,292.32,100.0
CCCCCCCCn1cc[n+](C)c1.NC(=O)C[C@H](N)C(=O)[O-],3.52,303.15,101.325
Cn1cc[n+](CCO)c1.O=C([O-])[C@@H]1CCCN1,3.51351,313.15,100.0
CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,3.503,278.15,101.325
CC(=O)N[C@@H](CC(C)C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,3.502,313.15,101.325
C/C=C(\C)C(=O)[O-].C[N+](C)(C)CCO,3.5,308.01,101.325
CCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,3.5,278.0,100.0
CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,3.49,288.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,3.44,278.6,101.325
CCCCCC[n+]1ccn(C)c1.[Cl-],3.431,308.15,96.7
CCCCCC[n+]1ccn(C)c1.[Cl-],3.429,313.15,101.325
CCCCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,3.426,268.15,101.325
CC(=O)N[C@@H](C)C(=O)[O-].CCCCCCCC[N+]1(C)CCOCC1,3.409,318.15,101.325
CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,3.4,228.2,100.0
CCC(=O)[O-].C[N+](C)(C)CCO,3.4,298.11,101.325
CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],3.382,303.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=[N+]([O-])c1c[n-]cn1,3.38,278.15,101.325
CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCN(CCO)CCO,3.371,313.15,100.0
C(=O)(O)CCCCC(=O)[O-].C(CCCCCCC)[NH+](CCCCCCCC)CCCCCCCC,3.37,298.1,101.325
C(=O)(O)CCCCCCCCC(=O)[O-].C(CCCCCCC)[NH+](CCCCCCCC)CCCCCCCC,3.364,298.2,101.325
C(=O)(O)CCCCC(=O)[O-].C(CCCCCCC)[NH+](CCCCCCCC)CCCCCCCC,3.364,298.2,101.325
CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCC[n+]1ccn(CCC#N)c1,3.355,313.15,101.325
CC(O)C(=O)[O-].CCCCCC[n+]1ccn(C)c1,3.35,283.0,101.325
CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCN(CCO)CCO,3.347,328.15,100.0
C=CCn1cc[n+](CCC#N)c1.[Cl-],3.316,313.15,101.325
CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])c1cn[n-]c1,3.31,278.15,101.325
CCCCC(CC)COP(=O)([O-])OCC(CC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,3.3,293.0,101.325
CCCCCCCC[n+]1ccn(CCC#N)c1.[Br-],3.292,328.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,3.279,279.24,101.325
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.O[C@@H](C[N+]1(CCCC1)C)CO,3.261,278.2,101.325
CCC=C[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,3.26,283.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,3.241,279.19,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,3.221,279.34,101.325
CC(=O)N[C@@H](C)C(=O)[O-].CCCCCC[N+]1(C)CCOCC1,3.21,313.15,101.325
CCc1cccc[n+]1C.COS(=O)(=O)[O-],3.207,303.15,101.325
CCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCC[n+]1ccn(CCC#N)c1,3.195,318.15,101.325
N#CCC[n+]1ccn(Cc2ccccc2)c1.[Cl-],3.19,348.15,101.325
CC(=O)N[C@H](C(=O)[O-])C(C)C.CCC[N+]1(C)CCOCC1,3.186,303.15,101.325
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC,3.18,313.0,101.325
C[C@H](N)C(=O)[O-].Cn1cc[n+](CCO)c1,3.1775,303.15,100.0
CCOC(=O)c1ccc[n+](CC)c1.CCOS(=O)(=O)[O-],3.173,298.0,101.325
CCOC(=O)c1ccc[n+](CC)c1.CCOS(=O)(=O)[O-],3.17,298.1,101.325
CC(=O)[O-].CCCC[n+]1ccn(C)c1,3.158,278.148,101.325
CC(=O)N[C@@H](C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,3.156,308.15,101.325
CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,3.146,253.15,101.325
CC(=O)N[C@@H](C)C(=O)[O-].CC[N+]1(C)CCOCC1,3.137,298.15,101.325
CCCCCCCC[n+]1ccn(CCC#N)c1.O=S(=O)([O-])c1ccccc1,3.111,308.15,101.325
CC(=O)N[C@H](C(=O)[O-])C(C)C.CC[N+]1(C)CCOCC1,3.104,303.15,101.325
N#CCCn1cc[nH+]c1.O=S(=O)([O-])O,3.102,303.15,101.325
CCCC[N+]1=CN(C=C1)C=C.C(C(=O)[O-])N,3.1,323.15,101.3
C[N+](C)(C)CCO.O=S(=O)([O-])CC(O)CN1CCOCC1,3.099,338.15,100.0
CCCCCCn1cc[n+](CCC#N)c1.[Cl-],3.091,328.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3.067,268.15,101.325
C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,3.052,292.02,100.0
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,3.05,280.01,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],3.04,288.15,101.325
CCCCCC[n+]1ccn(C)c1.c1nc[n-]n1,3.04,278.15,101.325
Cn1cc[n+](CCO)c1.N[C@@H](CO)C(=O)[O-],3.0393,313.15,100.0
C[N+](C)(C)CCO.N[C@H](Cc1ccccc1)C(=O)[O-],3.0383,313.0,101.325
CCCCCCCCCC[n+]1ccn(CCC#N)c1.O=C([O-])c1cccc(S(=O)(=O)O)c1,3.028,318.15,101.325
Cn1cc[n+](CCO)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.022,283.15,101.325
C[N+](C)(C)CCO.NCCC(=O)[O-],3.022,303.15,101.325
CCCCCCCCCC[n+]1ccn(CCC#N)c1.[Br-],3.016,333.15,101.325
CCCCCCCCn1cc[n+](C)c1.[Cl-],3.007,313.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,3.003,280.09,101.325
CCCCCC[n+]1ccn(CCC#N)c1.O=C([O-])c1cccc(S(=O)(=O)O)c1,3.001,313.15,101.325
CCCCCCCCCCCCOS(=O)(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC,3.0,303.0,101.325
CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],2.995,298.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],2.988,298.15,101.325
CCCCCCCC[n+]1ccn(C)c1.O=P([O-])(O)OP(=O)(O)O,2.983,323.15,101.325
CCCC[n+]1ccn(CCC#N)c1.[Br-],2.953,318.15,101.325
CCCC[P+](CCCC)(CCCC)CCCC.N[C@@H](CS)C(=O)[O-],2.946,298.15,101.325
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCCCC[n+]1ccn(CCC#N)c1,2.939,318.15,101.325
CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCn1cc[n+](CCC#N)c1,2.938,308.15,101.325
CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CNC1CCCCC1,2.936,333.15,100.0
CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,2.934,293.15,101.325
CCC(=O)[O-].C[N+](C)(C)CCO,2.919,298.15,101.325
CC(=O)N[C@@H](CC(C)C)C(=O)[O-].CC[N+]1(C)CCOCC1,2.917,303.15,101.325
CCCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-],2.906,303.15,101.325
C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,2.903,303.15,101.325
CC(Oc1ccc(Cl)cc1Cl)C(=O)[O-].CCCCCCCCCC[N+]1(C)CCCCC1,2.902,323.15,101.325
CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],2.9,283.15,101.325
C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,2.896,294.41,100.0
C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].Cc1c(CCO)sc[n+]1Cc1ccccc1,2.896,303.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.866,280.78,101.325
CCCCCC[n+]1ccn(CCC#N)c1.O=S(=O)([O-])c1ccccc1,2.866,303.15,101.325
C[N+](C)(C)CCO.O=S(=O)([O-])CCN(CCO)CCO,2.861,323.15,100.0
CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CN1CCOCC1,2.86,308.15,100.0
CCCCCCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],2.853,293.15,101.325
CC(Oc1ccc(Cl)cc1Cl)C(=O)[O-].CCCCCCCCC[N+]1(C)CCCCC1,2.846,323.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.845,280.77,101.325
CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)[O-].CCCCn1cc[n+](CCC#N)c1,2.843,313.15,101.325
CCC[n+]1cn(C)cn1.Cc1ccc(S(=O)(=O)[O-])cc1,2.831,303.2,101.325
C[N+](C)(C)CCO.O=C([O-])[C@@H]1CCCN1,2.825,308.15,101.325
CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,2.822,278.1,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.804,280.84,101.325
CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.8,278.0,100.0
CCCCCCCCn1cc[n+](C)c1.[Cl-],2.8,313.15,97.6
N[C@@H](CO)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C=C,2.8,333.15,101.3
CCCCCCCCn1cc[n+](CCC#N)c1.O=S(=O)([O-])C(F)(F)F,2.799,303.15,101.325
CCCCCCCCCCCCCC[N+](C)(CCOCCOCCOCCOCCOCCO)CCOCCOCCOCCOCCOCCO.COS(=O)(=O)[O-],2.79,298.0,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.Cl[Fe-](Cl)(Cl)Cl,2.789,288.15,101.325
CCCCCCCCCCCCCC[N+](C)(CCOCCOCCOCCOCCOCCO)CCOCCOCCOCCOCCOCCO.COS(=O)(=O)[O-],2.78,293.0,101.325
CCCC[N+](CCO)(CCO)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.753,288.15,100.0
CCCC[n+]1ccn(CCC#N)c1.O=S(=O)([O-])c1ccccc1,2.752,298.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.c1nnn[n-]1,2.74,278.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],2.729,298.15,101.325
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,2.72,303.05,101.325
N#CCC[n+]1ccn(CCO)c1.[Cl-],2.708,333.15,101.325
Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.707,283.15,101.325
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1c[n+](C)cc1.[O-]C(=O)C,2.7,307.12,101.325
N[C@@H](CC1=CNC=N1)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C=C,2.7,313.15,101.3
CCOCC[n+]1ccn(CCC#N)c1.O=C([O-])C(F)(F)F,2.6972,293.15,101.325
CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCC[N+]1(C)CCOCC1,2.671,308.15,101.325
CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.c1c[n-]nn1,2.66,278.15,101.325
CCCCn1cc[nH+]c1.O=S(=O)([O-])O,2.658,293.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.657,281.53,101.325
CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],2.648,323.15,101.325
CCCC[n+]1ccn(CCC#N)c1.[Cl-],2.637,298.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.62,281.59,101.325
CCCCCC[n+]1ccn(C)c1.c1c[n-]nn1,2.61,278.15,101.325
CC(Oc1ccc(Cl)cc1Cl)C(=O)[O-].CCCCCCC[N+]1(C)CCCCC1,2.607,323.15,101.325
CCCCCCCCCC[N+]1=C2CCCCCN2CCC1.N#C[S-],2.604,293.15,101.325
CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,2.6,243.2,100.0
CCCC[N+](C)(CCCC)CCCC.NCCCC[C@H](N)C(=O)[O-],2.593,298.15,101.325
CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCCC[n+]1ccn(CCC#N)c1,2.583,323.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.Clc1nc[n-]c1Cl,2.58,283.15,101.325
CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CN1CCOCC1,2.572,333.15,100.0
CCCCCCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.571,263.15,101.325
CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])[C@@H]1CCCN1,2.5461,293.0,101.325
C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,2.544,294.08,100.0
CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,2.51,293.15,101.325
CCCCCCOC(=O)CC(C(=O)OCCCCCC)C(C(=O)OCCCCCC)S(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,2.506,303.15,101.325
CCCCCC[n+]1ccn(C)c1.[Cl-],2.5,313.15,101.325
CC[N+]1(C)CCOCC1.O=C([O-])CO,2.5,318.15,100.0
CCCCCCn1cc[n+](C)c1.O=C1[N-]S(=O)(=O)c2ccccc21,2.5,313.05,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#Cc1nc[n-]c1C#N,2.49,278.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.487,282.29,101.325
C(=O)(O)CCCCCCCCC(=O)[O-].C(CCCCCCC)[NH+](CCCCCCCC)CCCCCCCC,2.472,298.1,101.325
CCCCC(CC)CCC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,2.468,303.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.458,282.33,101.325
CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CNC1CCCCC1,2.442,313.15,100.0
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.439,283.15,100.0
CCCCCCCCn1cc[n+](CCC#N)c1.[Cl-],2.439,338.15,101.325
CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,2.43,278.15,101.325
CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.428,278.15,100.0
CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,2.426,313.15,101.0
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.Cc1ncc([N+](=O)[O-])[n-]1,2.42,288.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.413,282.53,101.325
CCCCCCCCn1cc[n+](CCC#N)c1.O=C([O-])c1cccc(S(=O)(=O)O)c1,2.405,318.15,101.325
C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,2.402,296.48,100.0
N1=C(C=CC=C1)S(=O)(=O)[O-].C(CCC)[P+](CC)(CCCC)CCCC,2.4,303.0,101.325
COS(=O)(=O)[O-].Cn1cc[n+](Cc2ccccc2)c1,2.393,303.15,101.325
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],2.391,298.15,101.0
CC(=O)[O-].CCCC[n+]1ccn(C)c1,2.39,278.15,100.0
CC[n+]1ccn(C)c1.O=S(=O)([O-])O,2.39,293.15,101.325
CCCCCCCC[n+]1ccc2ccccc2c1.N#C[S-],2.388,298.15,101.325
CCCCCC[n+]1ccn(CCC#N)c1.[Br-],2.38,323.15,101.325
Cc1ccc(S(=O)(=O)[O-])cc1.N#CCCn1cc[nH+]c1,2.377,323.15,101.325
CC[C@H](C)[C@H](NC(C)=O)C(=O)[O-].CC[N+]1(C)CCOCC1,2.376,303.15,101.325
C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].CCCC[n+]1ccccc1,2.37,303.15,101.325
C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,2.358,303.15,101.325
CCCCCCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.355,293.15,101.325
CCCCCCCCCCn1cc[n+](CCC#N)c1.CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)[O-],2.355,328.15,101.325
CCCCCCCC[n+]1cccc(C)c1.F[B-](F)(F)F,2.341,283.15,30320.0
CC(=O)N[C@@H](CC(C)C)C(=O)[O-].CCC[N+]1(C)CCOCC1,2.34,313.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.331,283.04,101.325
CCc1cccc[n+]1C.COS(=O)(=O)[O-],2.329,308.15,101.325
CCOP(=O)([O-])OCC.CC[N+]1(C)CCOCC1,2.325,308.15,100.0
C[N+]1(CC(O)CO)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.324,293.0,101.325
CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCCCCCC[N+]1(C)CCOCC1,2.322,318.15,101.325
CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,2.316,283.15,100.0
C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,2.31,298.15,101.325
CC(Oc1ccc(Cl)cc1Cl)C(=O)[O-].CCCCCC[N+]1(C)CCCCC1,2.309,323.15,101.325
CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCN(CCO)CCO,2.306,333.15,100.0
CCCCCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,2.3,248.2,100.0
C/C=C(\C)C(=O)[O-].C[N+](C)(C)CCO,2.3,312.92,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.299,283.08,101.325
CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,2.291,273.15,100.0
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=[N+]([O-])c1cn[n-]c1,2.29,283.15,101.325
CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,2.289,273.15,100.0
C(=O)(O)CCCCCCCCC(=O)[O-].C(CCCCCCC)[NH+](CCCCCCCC)CCCCCCCC,2.285,303.2,101.325
C(=O)(O)CCCCC(=O)[O-].C(CCCCCCC)[NH+](CCCCCCCC)CCCCCCCC,2.285,303.2,101.325
Cn1cc[n+](CCO)c1.NCC(=O)[O-],2.2835,303.15,100.0
COCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.282,258.15,101.325
CCCCCCCC[P+](CC)(CC)CC.Cc1ncc([N+](=O)[O-])[n-]1,2.28,283.15,101.325
CCCn1cc[n+](C)c1C.O=[N+]([O-])c1cn[n-]c1,2.27,288.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.263,283.15,101.325
CC(O)C(=O)[O-].CN(C)C(=[NH2+])N(C)C,2.26,318.15,101.0
CCCCCC[n+]1ccn(CCC#N)c1.O=S(=O)([O-])C(F)(F)F,2.244,293.15,101.325
CCCCCCCC[P+](CC)(CC)CC.Cc1ncc([N+](=O)[O-])[n-]1,2.24,283.15,100.0
CCCCCC[n+]1ccn(C)c1.[Br-],2.239,303.15,101.0
CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],2.231,283.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=[N+]([O-])c1c[n-]cn1,2.22,283.15,101.325
N#CCCn1cc[n+](Cc2ccccc2)c1.N#C[S-],2.22,298.15,101.325
CCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.21,283.0,100.0
C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,2.207,308.15,101.325
Cn1cc[n+](Cc2ccccc2)c1.[Cl-],2.206,303.15,101.325
CCCCCCCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,2.2,253.2,100.0
CCC(=O)[O-].C[N+](C)(C)CCO,2.2,303.14,101.325
CC(C)C[P+](C)(CC(C)C)CC(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,2.2,303.15,101.325
Cn1cc[n+](CCCCC#N)c1.F[P-](F)(F)(F)(F)F,2.2,298.1,101.325
CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CCN(CCO)CCO,2.199,318.15,100.0
C[N+](C)(C)CCO.N[C@@H](CO)C(=O)[O-],2.187,313.15,101.325
CCCCCC[n+]1ccn(C)c1.c1nnn[n-]1,2.18,278.15,101.325
CCCC[P+](CC)(CC)CC.Cc1ncc([N+](=O)[O-])[n-]1,2.18,278.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.174,283.79,101.325
CCCCCCCC[n+]1ccn(CCC#N)c1.[Br-],2.16,333.15,101.325
CCCC[N+](C)(CCCC)CCCC.N[C@@H](CO)C(=O)[O-],2.16,313.15,101.325
C[N+](C)(C)CCO.O=S(=O)([O-])CC(O)CN1CCOCC1,2.159,343.15,100.0
C[N+](C)(C)CCO.N[C@@H](CO)C(=O)[O-],2.1583,303.15,100.0
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.154,283.83,101.325
CCCCCC[n+]1ccn(C)c1.[Cl-],2.146,313.15,96.7
CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,2.142,283.15,101.325
C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,2.14,296.14,100.0
CS(=O)(=O)[O-].Cc1cc(C)[n+](-c2ccc(Cl)cc2)n1C,2.139,313.0,101.325
CCCCCCn1c(C)cc(C)[n+]1-c1ccccc1.F[B-](F)(F)F,2.131,308.0,101.325
CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],2.129,308.15,101.325
CCCCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,2.124,273.15,101.325
CC(=O)N[C@H](C(=O)[O-])C(C)C.CCCCCC[N+]1(C)CCOCC1,2.113,313.15,101.325
CCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,2.1,283.15,101.325
CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,2.1,283.15,101.325
CCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,2.1,293.15,101.325
CCCCCCCC[n+]1ccn(CCC#N)c1.O=S(=O)([O-])c1ccccc1,2.098,313.15,101.325
CCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCC[n+]1ccn(CCC#N)c1,2.071,323.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],2.065,303.15,101.325
C[N+](C)(C)CCO.O=S(=O)([O-])CCN(CCO)CCO,2.062,328.15,100.0
CC(=O)[O-].CCCCCCn1cc[n+](C)c1,2.06,293.15,101.325
CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCC[n+]1ccn(CCC#N)c1,2.051,318.15,101.325
CCCCCCCCCC[n+]1ccn(CCC#N)c1.[Br-],2.051,338.15,101.325
CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.05,283.15,101.325
C=CCn1cc[n+](CCC#N)c1.[Cl-],2.046,318.15,101.325
CC[N+](CCO)(CCO)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.042,288.15,100.0
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.037,284.54,101.325
CC(=O)N[C@@H](CC(C)C)C(=O)[O-].CCCC[N+]1(C)CCOCC1,2.037,318.15,101.325
CCCCCCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])C(F)(F)F,2.03,298.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],2.022,293.15,101.325
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1c[n+](C)cc1.[O-]C(=O)C,2.021,310.61,101.325
CCCCCCCC[n+]1cccc(C)c1.F[B-](F)(F)F,2.018,283.15,20130.0
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.017,284.58,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.01,273.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.01,298.1,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,2.001,284.55,101.325
CCCCCCn1cc[n+](CCC#N)c1.[Cl-],2.001,333.15,101.325
C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,2.0,298.54,100.0
CCCCCC[n+]1ccn(C)c1.[Cl-],2.0,308.15,101.0
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],1.996,293.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],1.996,295.15,101.325
CCOC(=O)c1ccc[n+](CC)c1.CCOS(=O)(=O)[O-],1.99,303.0,101.325
CCCC[n+]1ccn(CCC#N)c1.[Br-],1.9897,323.15,101.325
CCOC(=O)c1ccc[n+](CC)c1.CCOS(=O)(=O)[O-],1.986,303.0,101.325
C[N+](C)(C)CCO.N[C@H](Cc1ccccc1)C(=O)[O-],1.9807,318.0,101.325
CCCCCCCCn1cc[n+](C)c1.[Cl-],1.98,323.15,101.325
CCCCCCCCCC[n+]1ccn(CCC#N)c1.O=C([O-])c1cccc(S(=O)(=O)O)c1,1.977,323.15,101.325
