mpK,Molecule1,Molecule2,YoN
205.15,CC[N+]1(C)CCOCC1,CCOS(=O)(=O)[O-],1
288.15,CC[N+](CC)(CCOC)CCOC,O=S(=O)(F)[N-]S(=O)(=O)F,1
294.15,COCC[N+](CCOC)(CCOC)CCOC,O=S(=O)(F)[N-]S(=O)(=O)F,1
280.15,CC[N+](CC)(CCOC)CCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
299.15,COCC[N+](CCOC)(CCOC)CCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
341.15,CCC[N+](CCC)(CCC)CC(=O)OCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
327.15,CCCC[N+](CCCC)(CCCC)CC(=O)OCC,F[B-](F)(F)F,1
281.15,CCOCC[N+](CCOC)=C(N(C)C)N(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
257.15,CCCC[P+](CC)(CC)CC,O=S(=O)(F)[N-]S(=O)(=O)F,1
238.15,CCCCC[P+](CC)(CC)CC,O=S(=O)(F)[N-]S(=O)(=O)F,1
259.15,CC[P+](CC)(CC)COC,O=S(=O)(F)[N-]S(=O)(=O)F,1
255.15,CCOC[P+](CC)(CC)CC,O=S(=O)(F)[N-]S(=O)(=O)F,1
299.15,C=CC[N+](C)(C)CC(=O)OCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
256.15,CCCCC[N+](C)(C)CC(=O)OCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
245.15,C=CC[N+](CC)(CC)CC(=O)OCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
311.15,CCOC(=O)C[N+](C)(C)C,COS(=O)(=O)[O-],1
294.15,CCOC(=O)C[N+](C)(C)CC,CCOS(=O)(=O)[O-],1
242.15,CCOC(=O)C[N+](C)(CC)CC,COS(=O)(=O)[O-],1
243.15,CCOC(=O)C[N+](CC)(CC)CC,CCOS(=O)(=O)[O-],1
240.15,CCCC[N+](CC)(CC)CC(=O)OCC,CCCCOS(=O)(=O)[O-],1
273.15,CCC[P+](C)(C)C,O=S(=O)(F)[N-]S(=O)(=O)F,1
313.15,CCC[P+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
267.15,COC[P+](C)(C)C,O=S(=O)(F)[N-]S(=O)(=O)F,1
286.15,COC[P+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
268.15,C=CC[P+](C)(C)C,O=S(=O)(F)[N-]S(=O)(=O)F,1
191.15,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F,1
191.15,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,1
352.15,CCCCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,1
283.15,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,1
212.15,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,1
338.15,CCCC[n+]1ccn(C)c1,[Cl-],1
455.15,C=C(C)c1n(C)cc[n+]1CC(=O)c1ccccc1,[Br-],1
473.15,C=C(c1n(C)cc[n+]1CC(=O)c1ccccc1)C(C)(C)C,[Br-],1
458.15,C=C(c1ccccc1)c1n(C)cc[n+]1CC(=O)c1ccccc1,[Br-],1
436.15,CCCn1cc[n+](CCC)c1CC(C)C,[Br-],1
344.15,C=CCn1cc[n+](CCCCCCCCCC)c1C,[Br-],1
371.15,C=CC[n+]1ccn(C)c1CCCCCCCCC,[Br-],1
460.15,CCCCCCCc1n(C)cc[n+]1Cc1ccccc1,[Br-],1
427.15,CCn1c[n+](CC)c(-c2ccccc2)c1-c1ccccc1,[Br-],1
467.15,CCCCCCCCCc1n(C)cc[n+]1Cc1ccccc1,[Br-],1
460.15,CCCCCCCCCCCc1n(Cc2ccccc2)cc[n+]1C,[Br-],1
390.15,CCCCCCCCCCCc1n(Cc2ccccc2)cc[n+]1CCCCC,[Br-],1
485.15,c1ccc(Cn2c[n+](Cc3ccccc3)c(-c3ccccc3)c2-c2ccccc2)cc1,[Br-],1
494.15,Cn1cc[n+](C)c1SC#N,[Br-],1
541.15,Cn1c(Br)c(Br)[n+](C)c1Br,[Br-],1
556.15,C[n+]1c(N)cn(-c2ccccc2)c1-c1ccccc1,[Br-],1
474.15,Cc1n(C)cc[n+]1CC(=O)c1ccc(Cl)cc1,[Br-],1
479.15,Cc1ccc(C(=O)C[n+]2ccn(-c3ccccc3)c2C)cc1,[Br-],1
556.15,Nc1cn(-c2ccccc2)c(-c2ccccc2)[n+]1-c1ccccc1,[Br-],1
545.15,CC(=O)Nc1cn(-c2ccccc2)c(-c2ccccc2)[n+]1C,[Br-],1
408.15,Cc1c(CCO)[n+](Cc2ccccc2)cn1Cc1ccccc1,[Br-],1
541.15,Cc1ccc(-[n+]2c(N)cn(-c3ccccc3)c2-c2ccccc2)cc1,[Br-],1
502.15,Cc1n(Cc2ccccc2)cc[n+]1CC(=O)c1ccc(Cl)cc1,[Br-],1
475.15,COc1ccc(C(=O)C[n+]2ccn(Cc3ccccc3)c2C)cc1,[Br-],1
498.15,COc1ccc(Cn2cc[n+](CC(=O)c3ccc(C)cc3)c2C)cc1,[Br-],1
373.15,C=Cn1cc[n+](CC)c1,[Br-],1
428.15,C=Cn1cc[n+](CCC)c1,[Br-],1
356.15,C=C[n+]1ccn(CCCC)c1,[Br-],1
557.15,Cn1cc[n+](C)c1-c1ccccc1,[Br-],1
362.15,C[n+]1ccn(C(=O)c2ccccc2)c1,[Br-],1
475.15,O=C(C[n+]1ccn(O)c1)c1ccc(Cl)cc1,[Br-],1
388.15,On1cc[n+](Cc2ccc(Cl)cc2Cl)c1,[Br-],1
429.15,COn1cc[n+](CC(=O)c2ccc(Cl)cc2)c1,[Br-],1
403.15,CCOn1cc[n+](CC(=O)c2ccc(Cl)cc2)c1,[Br-],1
407.15,CCOn1cc[n+](Cc2ccc(Cl)cc2Cl)c1,[Br-],1
473.15,Cc1n(O)cc[n+]1CC(=O)c1ccc(Cl)cc1,[Br-],1
393.15,CCOn1cc[n+](Cc2ccc([N+](=O)[O-])cc2)c1,[Br-],1
472.15,CCc1n(O)cc[n+]1CC(=O)c1ccc(Cl)cc1,[Br-],1
390.15,C=CCOn1cc[n+](Cc2ccc(Cl)cc2Cl)c1,[Br-],1
463.15,COc1cc(C[n+]2ccn(O)c2)cc(OC)c1OC,[Br-],1
411.15,COc1cc(C[n+]2ccn(OC)c2)cc(OC)c1OC,[Br-],1
410.15,C=CCOn1cc[n+](Cc2ccc3c(c2)OCO3)c1,[Br-],1
414.15,CN(C)c1ccc(C(=O)C[n+]2ccn(Oc3ccccc3)c2)cc1,[Br-],1
439.15,CC(C)(C)C(=O)On1cc[n+](CC(=O)c2ccc(Cl)cc2)c1,[Br-],1
411.15,Clc1ccc(C[n+]2ccn(OCCc3ccccc3)c2)c(Cl)c1,[Br-],1
444.15,CCc1n(Oc2ccccc2)cc[n+]1CC(=O)c1ccc(Cl)cc1,[Br-],1
413.15,Cc1n(OC(=O)C(C)(C)C)cc[n+]1CC(=O)c1ccc(Cl)cc1,[Br-],1
457.15,CCc1n(OC(=O)C(C)(C)C)cc[n+]1CC(=O)c1ccc(Cl)cc1,[Br-],1
447.15,Cc1n(OCc2ccc(Br)cc2)cc[n+]1OCc1ccc(Br)cc1,[Br-],1
417.15,CCc1n(OCc2ccccc2)cc[n+]1Cc1ccc(Cl)cc1Cl,[Br-],1
443.15,CCc1n(OCc2ccc(Br)cc2)cc[n+]1OCc1ccc(Br)cc1,[Br-],1
432.15,CCc1n(OCc2ccccc2)cc[n+]1Cc1cc(OC)c(OC)c(OC)c1,[Br-],1
378.15,Cc1n(OCc2ccc(Cl)cc2Cl)cc[n+]1CC(=O)c1ccc(Cl)cc1,[Br-],1
449.15,CCc1n(OCc2ccc(Cl)cc2Cl)cc[n+]1OCc1ccc(Cl)cc1Cl,[Br-],1
463.15,Cc1n(OCc2ccc(Cl)cc2Cl)cc[n+]1OCc1ccc(Cl)cc1Cl,[Br-],1
441.15,Cc1n(OCc2ccc([N+](=O)[O-])cc2)cc[n+]1OCc1ccc([N+](=O)[O-])cc1,[Br-],1
403.15,CCc1n(OCc2ccc(Cl)cc2Cl)cc[n+]1Cc1ccc([N+](=O)[O-])cc1,[Br-],1
429.15,CCc1n(OCc2c(Cl)cccc2Cl)cc[n+]1OCc1c(Cl)cccc1Cl,[Br-],1
442.15,CCc1n(OCc2ccc([N+](=O)[O-])cc2)cc[n+]1OCc1ccc([N+](=O)[O-])cc1,[Br-],1
523.15,Cn1c[n+](CC(=O)c2ccccc2)c(C(N)=O)c1N,[Br-],1
469.15,Cn1c[n+](C)cc1Cl,[Br-],1
451.15,CCOC(=O)C(Cn1cc[n+](C)c1)=NO,[Br-],1
497.15,Cc1n(C)cc[n+]1Cc1ccccc1C(=O)Oc1ccc([N+](=O)[O-])cc1,[Br-],1
393.15,CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CCO)cn1C,[Br-],1
388.15,CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2cccc(C)c2)cn1C,[Br-],1
388.15,CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2ccccc2C)cn1C,[Br-],1
322.15,CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CC(=O)c2ccccc2)cn1C,[Br-],1
355.15,CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CCOc2ccccc2)cn1C,[Br-],1
324.15,CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CCCOc2ccccc2)cn1C,[Br-],1
428.15,CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2cccc(Cl)c2)cn1C,[Br-],1
430.15,CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2ccc([N+](=O)[O-])cc2)cn1C,[Br-],1
454.15,CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](Cc2cccc([N+](=O)[O-])c2)cn1C,[Br-],1
364.15,CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+](CC(=O)c2ccc(F)cc2)cn1C,[Br-],1
427.15,COC(=O)C=Cc1ccc(C[n+]2ccn(C(C)=O)c2)cc1,[Br-],1
402.15,CCOC(=O)n1cc[n+](Cc2ccc(C=CC(=O)OC)cc2)c1,[Br-],1
428.15,COC(=O)C=Cc1ccc(C[n+]2ccn(C(=O)c3ccccc3)c2)cc1,[Br-],1
399.15,CC(=O)n1cc[n+](Cc2ccccc2)c1,[Br-],1
407.15,ON=CC[n+]1cc[nH]c1C1OCCO1,[Br-],1
467.15,Cn1cc[n+](CC=NO)c1C1OCCO1,[Br-],1
493.15,Cc1n(CC2CC(c3ccccc3)(c3ccccc3)C(=O)O2)cc[n+]1Cc1ccccc1,[Br-],1
504.15,CC(=O)N1CCC(c2cn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c[n+]2CC(=O)c2ccccc2)CC1,[Br-],1
470.15,Cn1cc[n+](CC(O)c2ccccc2)c1,[Br-],1
352.15,CCCCCCCn1cc[n+](CC(=O)c2ccc(NS(C)(=O)=O)cc2)c1,[Br-],1
415.15,C=CCn1cc(Cl)[n+](C)c1,[Br-],1
453.15,Cn1cc[n+](C2(C(C)(C)C)C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C2)c1,[Br-],1
459.15,Cc1cccc(C(=O)C[n+]2ccn(C)c2)c1,[Br-],1
426.15,Cc1ccccc1C(=O)C[n+]1ccn(C)c1,[Br-],1
420.15,Cn1cc[n+](CC(=O)c2ccco2)c1,[Br-],1
437.15,Cc1ccc(C(=O)C[n+]2ccn(C)c2)cc1C,[Br-],1
453.15,Cc1ccc(C(=O)C[n+]2ccn(C)c2)c(C)c1,[Br-],1
422.15,Cn1cc[n+](CC(=O)c2ccc(Cl)cc2)c1,[Br-],1
452.15,Cn1cc[n+](CC(=O)c2ccccc2F)c1,[Br-],1
431.15,COc1ccc(C(=O)C[n+]2ccn(C)c2)cc1,[Br-],1
449.15,Cn1cc[n+](CC(=O)c2cccc(Cl)c2)c1,[Br-],1
418.15,CCOc1ccc(C(=O)C[n+]2ccn(C)c2)cc1,[Br-],1
485.15,Cn1cc[n+](CC(=O)c2ccc(C#N)cc2)c1,[Br-],1
496.15,Cc1cc(C)c(C(=O)C[n+]2ccn(C)c2)c(C)c1,[Br-],1
504.15,Cn1cc[n+](CC(=O)c2cccc3ccccc23)c1,[Br-],1
512.15,Cn1cc[n+](CC(=O)c2ccc3ccccc3c2)c1,[Br-],1
445.15,COc1cccc(C(=O)C[n+]2ccn(C)c2)c1,[Br-],1
411.15,CCOc1cccc(C(=O)C[n+]2ccn(C)c2)c1,[Br-],1
439.15,COc1ccccc1C(=O)C[n+]1ccn(C)c1,[Br-],1
358.15,CCCOc1cccc(C(=O)C[n+]2ccn(C)c2)c1,[Br-],1
451.15,COc1cccc(C(=O)C[n+]2ccn(C(C)C)c2)c1,[Br-],1
457.15,Cn1cc[n+](CC(=O)c2ccc(Cl)c(Cl)c2)c1,[Br-],1
476.15,CC(=O)Nc1cccc(C(=O)C[n+]2ccn(C)c2)c1,[Br-],1
513.15,COc1cc(OC)cc(C(=O)C[n+]2ccn(C)c2)c1,[Br-],1
505.15,COc1ccc(C(=O)C[n+]2ccn(C)c2)cc1OC,[Br-],1
420.15,COc1cccc(C(=O)C[n+]2ccn(-c3ccccc3)c2)c1,[Br-],1
489.15,COc1cccc(C(=O)C[n+]2ccn(C)c2)c1OC,[Br-],1
482.15,COc1ccc(OC)c(C(=O)C[n+]2ccn(C)c2)c1,[Br-],1
431.15,COc1cccc(C(=O)C[n+]2ccn(C)c2SC(C)C)c1,[Br-],1
455.15,Cc1ccc(C(=O)C[n+]2cn(C)c(-c3ccccc3)c2-c2ccccc2)cc1,[Br-],1
524.15,Cc1n(CC(=O)c2ccc(Sc3ccccc3)cc2)cc[n+]1CC(=O)c1ccc(Sc2ccccc2)cc1,[Br-],1
362.15,C=CCn1cc[n+](CCC#N)c1,[Br-],1
546.15,Cc1cc(C)c(C)c(C(=O)Cn2cc[n+](CC(=O)c3c(C)c(C)cc(C)c3C)c2)c1C,[Br-],1
377.15,Cn1cc[n+](CCCCCC(=O)O)c1,[Br-],1
389.15,C=CC[n+]1cn(CCC#N)cc1-c1ccccc1,[Br-],1
405.15,N#CCCC[n+]1cn(CCC#N)cc1-c1ccccc1,[Br-],1
447.15,N#CCCn1cc(-c2ccccc2)[n+](Cc2ccccc2)c1,[Br-],1
479.15,COC(=O)c1ccc(NC(=O)C[n+]2cn(CCC#N)cc2-c2ccccc2)cc1,[Br-],1
427.15,Cc1n(O)cc(Br)[n+]1O,[Br-],1
454.15,On1cc[n+](O)c1Br,[Br-],1
425.15,Cc1c(C)[n+](O)c(Br)n1O,[Br-],1
434.15,N#Cc1n(O)cc(Br)[n+]1O,[Br-],1
431.15,On1cc(Br)[n+](O)c1-c1ccccc1,[Br-],1
523.15,Cc1c(C)[n+](Cc2ccc(F)cc2)cn1Cc1ccc(F)cc1,[Br-],1
367.15,Cn1cc[n+](Cc2ccc(C(=O)c3ccccc3)cc2)c1,[Br-],1
498.15,Cc1ccccc1C[n+]1ccn(CCC(C(N)=O)(c2ccccc2)c2ccccc2)c1C,[Br-],1
445.15,Cc1n(CCCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccccc1,[Br-],1
472.15,Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccccc1Cl,[Br-],1
484.15,Cc1cccc(C[n+]2ccn(CCC(C(N)=O)(c3ccccc3)c3ccccc3)c2C)c1,[Br-],1
495.15,Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1cccc(Cl)c1,[Br-],1
407.15,Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc(Cl)cc1,[Br-],1
429.15,Cc1n(CCCCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccccc1,[Br-],1
489.15,Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc([N+](=O)[O-])cc1,[Br-],1
338.15,CC(C)(C)[n+]1ccn(Cc2ccccn2)c1,[Br-],1
391.15,CCN(CC)C(=O)C[n+]1ccn(C(C)(C)C)c1,[Br-],1
380.15,Cn1cc[n+](Cc2ccccc2)c1Sc1ccccc1,[Br-],1
448.15,CCN(CC)C(=O)C[n+]1ccn(-c2c(C)cc(C)cc2C)c1,[Br-],1
457.15,CC(C)(C)c1cc(Cn2cc[n+](C(C)(C)C)c2)c(N)c(C(C)(C)C)c1,[Br-],1
457.15,CC(C)(C)c1cc(Cn2cc[n+](C(C)(C)C)c2)c([N+](=O)[O-])c(C(C)(C)C)c1,[Br-],1
316.15,CC[n+]1ccn(CCc2ccccc2)c1,[Br-],1
444.15,c1ccc(Cn2cc[n+](Cc3ccccc3)c2Sc2ccccc2)cc1,[Br-],1
440.15,CC(C[n+]1ccn(C)c1)=NO,[Br-],1
285.15,CC[n+]1ccn([C@H](CO)C(C)C)c1,[Br-],1
289.15,CC[n+]1ccn([C@H](CO)CC(C)C)c1,[Br-],1
581.15,Cc1cc(C)c(-n2cc[n+](-c3c(C)cc(C)cc3C)c2)c(C)c1,[Br-],1
397.15,CCCCCCCCCCCCCCCCn1cc[n+](CC(C)=NO)c1,[Br-],1
352.15,CCCCCCCCCCCCCCCCCCOCC(COC[n+]1ccn(C)c1)OCCCCCCCCCCCCCCCCCC,[Br-],1
391.15,Cc1cscc1OCCC[n+]1ccn(C)c1C,[Br-],1
404.15,COC(=O)Cn1cc(C(=O)OC)[n+](CC(=O)OC)c1,[Br-],1
456.15,COC(=O)Cn1cc(C(=O)Nc2ccccc2)[n+](CC(=O)OC)c1,[Br-],1
354.15,CCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)CCCCCCCCCC[n+]1ccn(C)c1)C(=O)OCC,[Br-],1
385.15,C[n+]1ccn(Cc2cc3ccc2CCc2ccc(c(C4=NC(C)(C)CO4)c2)CC3)c1,[Br-],1
352.15,CCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)CCCCC)C(=O)OCCCCCCCCCCC[n+]1ccn(C)c1,[Br-],1
431.15,C#CC[n+]1ccn(C=C)c1,[Br-],1
339.15,C#CC[n+]1ccn(CC=C)c1,[Br-],1
358.15,CC(C)Cn1cc[n+](CC(C)C)c1,[Br-],1
405.15,CCCCCCNC(=O)Cn1cc[n+](CC(=O)NCCCCCC)c1,[Br-],1
548.15,Cc1cc(C)c(-[n+]2ccn(Cc3cc4ccc3CCc3ccc(c(P(c5ccccc5)c5ccccc5)c3)CC4)c2)c(C)c1,[Br-],1
303.15,C=CCn1cc[n+](CCC)c1,[Br-],1
415.15,C#CCn1cc[n+](CC#C)c1,[Br-],1
294.15,C=CCn1cc[n+](CCCCC)c1,[Br-],1
279.15,CCCCCCCCCCCCn1cc[n+](CC[C@H](C)CCC=C(C)C)c1,[Br-],1
314.15,CCCCCCCCCCCCCCCCCCn1cc[n+](CC[C@H](C)CCC=C(C)C)c1,[Br-],1
472.15,CC(=O)c1sc(Nc2ccccc2)c(-n2cc[n+](CC(=O)c3ccccc3)c2)c1-c1ccccc1,[Br-],1
504.15,CCOC(=O)CCCn1c(C)[n+](Cc2ccccc2)c2ccccc21,[Br-],1
344.15,CCCCCCCCCCCC[n+]1cn(CC)c2ccccc21,[Br-],1
543.15,C[n+]1c(-c2ccccc2C(=O)O)[nH]c2ccccc21,[Br-],1
370.15,CCCCCCCCCn1c[n+](CCCCCCCCC)c2ccccc21,[Br-],1
340.15,CCCCCCCCCCCCCCCC[n+]1cn(CC)c2ccccc21,[Br-],1
528.15,Cn1c(-c2ccc([N+](=O)[O-])cc2)[n+](C)c2cc([N+](=O)[O-])ccc21,[Br-],1
533.15,Cn1c(C(F)(F)F)[n+](C)c2ccccc21,[Br-],1
518.15,CCc1n(C)c2ccc([N+](=O)[O-])cc2[n+]1C,[Br-],1
553.15,CCn1c(C)[n+](CCC=O)c2cc(Cl)c(Cl)cc21,[Br-],1
465.15,Cn1c(C(F)(F)F)[n+](C)c2cc(Cl)ccc21,[Br-],1
486.15,Cn1c(C(F)(F)F)[n+](C)c2c(Br)c(Br)c(Br)c(Br)c21,[Br-],1
446.15,CCn1c(Cc2ccccc2)[n+](CCC(C)=O)c2cc(Cl)c(Cl)cc21,[Br-],1
480.15,CCOC(=O)C[n+]1c(-c2ccc(-c3ccc(Cl)cc3)o2)n(C)c2ccc(C#N)cc21,[Br-],1
482.15,CCOC(=O)C[n+]1c(-c2ccc(-c3ccc(Cl)cc3)o2)n(C)c2ccc(C(=O)OC)cc21,[Br-],1
498.15,CCOC(=O)C[n+]1c(-c2ccc(-c3ccc(Cl)cc3)o2)n(C)c2ccc(S(C)(=O)=O)cc21,[Br-],1
461.15,CCN1C(=CC=Cc2n(CCOC(C)=O)c3ccc(C#N)cc3[n+]2CCO)N(CC)c2cc(C#N)ccc21,[Br-],1
488.15,CCN1C(=CC=Cc2n(CC)c3c(Br)c(Br)c(Br)c(Br)c3[n+]2CC)N(CC)c2c(Br)c(Br)c(Br)c(Br)c21,[Br-],1
556.15,CCN1C(=CC=Cc2n(CC)c3c(Br)c(Cl)c(Cl)c(Br)c3[n+]2CC)N(CC)c2c(Br)c(Cl)c(Cl)c(Br)c21,[Br-],1
436.15,CCN1C(=CC=Cc2n(CCOC(C)=O)c3ccc(C#N)cc3[n+]2CCOC(C)=O)N(CC)c2cc(Cl)c(Cl)cc21,[Br-],1
426.15,CCNS(=O)(=O)c1ccc2c(c1)[n+](CCCCS(=O)(=O)NC(C)=O)c(C=CC=C1Oc3cc(C)c(C)cc3N1CC)n2CC,[Br-],1
498.15,CCN1C(=CC=Cc2n(CC)c3cc(Cl)c(Cl)cc3[n+]2CCOCCC(=O)O)N(CCOCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],1
516.15,Cc1n(C)c2ccccc2[n+]1CC#N,[Br-],1
534.15,CCn1c(C)[n+](CC#N)c2ccccc21,[Br-],1
545.15,Cc1ccc(C(=O)C[n+]2c(N)n(C)c3ccccc32)cc1,[Br-],1
532.15,Cn1c(N)[n+](CC(=O)c2ccco2)c2ccccc21,[Br-],1
592.15,CC[n+]1c(-c2cc(C)nc3ccccc23)[nH]c2ccccc21,[Br-],1
469.15,COc1ccc2c(c1)[n+](CC(=O)c1ccccc1)cn2C,[Br-],1
497.15,Cn1c[n+](CC(=O)c2ccccc2)c2cc([N+](=O)[O-])ccc21,[Br-],1
538.15,Cc1n(C)c2ccc([N+](=O)[O-])cc2[n+]1CC(=O)c1ccccc1,[Br-],1
486.15,CCCCn1c(N)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-],1
527.15,CCn1c[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c2cc(C)c(C)cc21,[Br-],1
512.15,COc1ccc2c(c1)[n+](CC(=O)c1ccc([N+](=O)[O-])cc1)cn2C,[Br-],1
500.15,Cc1n(-c2ccccc2)c2ccccc2[n+]1CC(=O)c1ccc([N+](=O)[O-])cc1,[Br-],1
509.15,Cn1c[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c2cc([N+](=O)[O-])ccc21,[Br-],1
471.15,CCN(CC)CCn1c(C)[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c2ccccc21,[Br-],1
500.15,COc1ccc(OC)c2c1n(Cc1ccccc1)c[n+]2CC(=O)c1ccc([N+](=O)[O-])cc1,[Br-],1
521.15,CC(C)(C)C(=O)C[n+]1c(N)n(N)c2ccccc21,[Br-],1
531.15,Nc1n(N)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-],1
553.15,COc1ccc(C(=O)C[n+]2c(N)n(N)c3ccccc32)cc1,[Br-],1
481.15,CC(C)n1c(N)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-],1
514.15,COC(=O)C[n+]1c(N)n(C)c2ccccc21,[Br-],1
525.15,CCOC(=O)C[n+]1c(N)n(C)c2ccccc21,[Br-],1
501.15,CCCCn1c(N)[n+](CC(=O)OC)c2ccccc21,[Br-],1
590.15,Nc1n(Cc2ccc([N+](=O)[O-])cc2)c2ccccc2[n+]1Cc1ccc([N+](=O)[O-])cc1,[Br-],1
396.15,Cn1c(SCC(=O)c2ccccc2)[n+](N)c2ccccc21,[Br-],1
424.15,N#CCCCn1c[n+](CCC#N)c2ccccc21,[Br-],1
504.15,COC(=O)Cn1c(C)[n+](CC(C)=O)c2ccccc21,[Br-],1
508.15,CCOC(=O)Cn1c(CC)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-],1
488.15,COC(=O)Cn1c(C)[n+](CC(=O)c2ccc(OC)cc2)c2ccccc21,[Br-],1
449.15,O=C(O)Cn1c(Cc2ccccc2)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-],1
490.15,CCCCNC(=O)Cn1c(C)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-],1
501.15,COC(=O)Cn1c(C)[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c2ccccc21,[Br-],1
485.15,CCOC(=O)Cn1c(Cc2ccccc2)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-],1
521.15,CCN1C(=CC=Cc2n(CC)c3cc(Cl)c(Cl)cc3[n+]2CCCC(=O)O)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],1
382.15,CCCCCCCCN1C(=CC=Cc2n(CCCCCCCC)c3cc(Cl)c(Cl)cc3[n+]2CCCC(=O)O)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],1
369.15,CCCCCCCCCCCCN1C(=CC=Cc2n(CCCCCCCCCCCC)c3cc(Cl)c(Cl)cc3[n+]2CCCC(=O)O)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],1
454.15,C=CC[n+]1cn(C(C)CC#N)c2cccc(C)c21,[Br-],1
461.15,Cc1cccc2c1[n+](CCCC#N)cn2C(C)CC#N,[Br-],1
488.15,Cc1cccc2c1[n+](Cc1ccccc1)cn2C(C)CC#N,[Br-],1
415.15,COC(=O)c1ccc(NC(=O)C[n+]2cn(C(C)CC#N)c3cccc(C)c32)cc1,[Br-],1
489.15,COC(=O)C[n+]1c(N)n(NCc2ccccc2)c2ccccc21,[Br-],1
460.15,C#CC[n+]1c(CO)n(CCC#N)c2ccccc21,[Br-],1
460.15,C=CC[n+]1c(CO)n(CCC#N)c2ccccc21,[Br-],1
431.15,CCc1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-],1
475.15,Cc1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-],1
482.15,CCCc1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-],1
478.15,N#CCCn1c(CO)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-],1
529.15,Cc1n(CCC(N)=O)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-],1
446.15,CCCCc1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-],1
456.15,CC(O)c1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-],1
503.15,Cc1n(N)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-],1
495.15,Cc1n(N)c2ccccc2[n+]1CC(=O)c1cccs1,[Br-],1
493.15,Cc1n(N=Cc2ccccc2)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-],1
