mpK,Molecule1,Molecule2,YoN
315.75,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,0
438.15,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,0
515.15,C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5C[C@H](O)[C@]34C)N2C1,C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5C[C@H](O)[C@]34C)N2C1,0
442.15,CCCCCC[C@@H](O)[C@@H]1C2=C(C[C@H]([C@H](O)[C@@H]3CC=CC(=O)O3)CC3=C(C(=O)OC3=O)[C@@H]1O)C(=O)OC2=O,CCCCCC[C@@H](O)[C@@H]1C2=C(C[C@H]([C@H](O)[C@@H]3CC=CC(=O)O3)CC3=C(C(=O)OC3=O)[C@@H]1O)C(=O)OC2=O,0
532.65,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,0
463.15,C[C@@H]1O[C@@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@H](O)[C@H]1O,C[C@@H]1O[C@@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@H](O)[C@H]1O,0
531.15,CC(=O)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@]2(O)[C@@H]4CN5C[C@@H](C)CC[C@H]5[C@@](C)(O)[C@@]4(O)[C@@H](O)C[C@@]32O)[C@@H]1O,CC(=O)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@]2(O)[C@@H]4CN5C[C@@H](C)CC[C@H]5[C@@](C)(O)[C@@]4(O)[C@@H](O)C[C@@]32O)[C@@H]1O,0
500.15,O=C1NS(=O)(=O)c2ccccc21,O=C1NS(=O)(=O)c2ccccc21,0
284.35,C=CCc1ccc2c(c1)OCO2,C=CCc1ccc2c(c1)OCO2,0
266.15,O=Cc1ccccc1O,O=Cc1ccccc1O,0
330.15,O/N=C/c1ccccc1O,O/N=C/c1ccccc1O,0
494.65,COc1cc2c(cc1O)CCN[C@H]2C,COc1cc2c(cc1O)CCN[C@H]2C,0
539.15,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,0
444.15,C[C@@H]1C(=O)C[C@H]2[C@]3(C)CC[C@@]2([C@H](C)C(=O)O)C(=O)[C@H]13,C[C@@H]1C(=O)C[C@H]2[C@]3(C)CC[C@@]2([C@H](C)C(=O)O)C(=O)[C@H]13,0
448.15,CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@@]2(C)C=CC1=O,CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@@]2(C)C=CC1=O,0
485.15,CNCC(=O)O,CNCC(=O)O,0
553.15,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2[C@H](O)C[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2[C@H](O)C[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,0
578.65,C/C=C1/CN2[C@H]3C[C@@H]1[C@@H](C=O)[C@@H]2Cc1c3[nH]c2ccccc12,C/C=C1/CN2[C@H]3C[C@@H]1[C@@H](C=O)[C@@H]2Cc1c3[nH]c2ccccc12,0
593.15,C/C=C1/CN2[C@H]3C[C@@H]1[C@@H](CO)[C@@H]2Cc1c3[nH]c2ccc(O)cc12,C/C=C1/CN2[C@H]3C[C@@H]1[C@@H](CO)[C@@H]2Cc1c3[nH]c2ccc(O)cc12,0
458.15,Cc1ccccc1N=Nc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,Cc1ccccc1N=Nc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,0
290.15,CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,0
442.15,CC(=O)O[C@@H]1C[C@]2(O)[C@H](CC[C@]3(C)[C@@H](c4ccc(=O)oc4)CC[C@@]32O)[C@@]2(C)CC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C12,CC(=O)O[C@@H]1C[C@]2(O)[C@H](CC[C@]3(C)[C@@H](c4ccc(=O)oc4)CC[C@@]32O)[C@@]2(C)CC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C12,0
381.65,CN1[C@@H]2C[C@@H]3C[C@H]1[C@H](O)[C@H]2O3,CN1[C@@H]2C[C@@H]3C[C@H]1[C@H](O)[C@H]2O3,0
404.15,O=C(O)CCCCCCCCC(=O)O,O=C(O)CCCCCCCCC(=O)O,0
538.15,C[Se]CCC(N)C(=O)O,C[Se]CCC(N)C(=O)O,0
505.15,C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,0
490.15,C=C1C/C(=C/C)C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@]1(C)O)[C@H]23,C=C1C/C(=C/C)C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@]1(C)O)[C@H]23,0
470.15,C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OC/C2=C/CN(C)CC[C@@H](OC1=O)C2=O,C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OC/C2=C/CN(C)CC[C@@H](OC1=O)C2=O,0
519.15,NC(CO)C(=O)O,NC(CO)C(=O)O,0
502.15,N[C@H](CO)C(=O)O,N[C@H](CO)C(=O)O,0
501.15,N[C@@H](CO)C(=O)O,N[C@@H](CO)C(=O)O,0
448.15,COC(=O)C1=CO[C@@H](C)[C@H]2C[n+]3ccc4c([nH]c5ccccc54)c3C[C@H]12,COC(=O)C1=CO[C@@H](C)[C@H]2C[n+]3ccc4c([nH]c5ccccc54)c3C[C@H]12,0
339.15,O=C(OCCOc1ccc(Cl)cc1Cl)c1ccccc1,O=C(OCCOc1ccc(Cl)cc1Cl)c1ccccc1,0
457.15,O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,0
408.15,CC1CCCCC1NC(=O)Nc1ccccc1,CC1CCCCC1NC(=O)Nc1ccccc1,0
453.85,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,0
503.55,CCNc1nc(Cl)nc(NCC)n1,CCNc1nc(Cl)nc(NCC)n1,0
325.15,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0
435.15,COC1=C[C@@H]2[C@@H]3Cc4ccc(OC)c(O)c4[C@]2(CCN3C)CC1=O,COC1=C[C@@H]2[C@@H]3Cc4ccc(OC)c(O)c4[C@]2(CCN3C)CC1=O,0
439.15,C/C=C(/CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,C/C=C(/CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,0
515.65,C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC[C@]34CO)N2C1,C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC[C@]34CO)N2C1,0
559.15,C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]6(C)[C@H]5CC[C@]34C)N2C1,C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@H](C[C@H]4[C@@H]5CC=C6C[C@@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]6(C)[C@H]5CC[C@]34C)N2C1,0
547.15,O=c1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)coc2cc(O)cc(O)c12,O=c1c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)coc2cc(O)cc(O)c12,0
438.15,O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)CO,O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)CO,0
303.65,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,0
475.65,COC1=C(O)C(=O)C(C)=C(O)C1=O,COC1=C(O)C(=O)C(C)=C(O)C1=O,0
166.16999999999996,C1CC12CC2,C1CC12CC2,0
483.65,C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0
475.15,C[C@@H]1CC[C@@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,C[C@@H]1CC[C@@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0
544.65,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0
478.15,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0
458.15,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0
473.65,C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0
554.65,C[C@@H]1CC[C@@]2(OC1)O[C@H]1[C@@H](O)[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,C[C@@H]1CC[C@@]2(OC1)O[C@H]1[C@@H](O)[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)[C@H](O)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0
478.65,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0
268.35,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,0
508.15,C[N+]1(C)CCC[C@H]1C(=O)[O-],C[N+]1(C)CCC[C@H]1C(=O)[O-],0
509.15,C[C@]12Cc3cn[nH]c3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,C[C@]12Cc3cn[nH]c3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,0
342.45,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCCCC(=O)O,0
345.15,CCCCCCCCCCCCCCCCCC(=O)OC(=O)CCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)OC(=O)CCCCCCCCCCCCCCCCC,0
519.15,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)[C@@H]1C=CO[C@@H]1O2,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)[C@@H]1C=CO[C@@H]1O2,0
417.65,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,0
435.15,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,0
417.15,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,0
411.15,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,0
421.15,CC[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,CC[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,0
268.15,C(=C\c1ccccc1)\c1ccccc1,C(=C\c1ccccc1)\c1ccccc1,0
397.97,C(=C/c1ccccc1)\c1ccccc1,C(=C/c1ccccc1)\c1ccccc1,0
388.15,CN(N=O)C(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,CN(N=O)C(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,0
446.15,C[C@]12CC[C@H]3[C@@H](CC[C@]4(O)C[C@@H](O)CC[C@]34C=O)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1,C[C@]12CC[C@H]3[C@@H](CC[C@]4(O)C[C@@H](O)CC[C@]34C=O)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1,0
557.15,O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,0
242.5,C=Cc1ccccc1,C=Cc1ccccc1,0
536.15,NC(=O)CCC(N)=O,NC(=O)CCC(N)=O,0
458.15,O=C(O)CCC(=O)O,O=C(O)CCC(=O)O,0
392.65,O=C1CCC(=O)O1,O=C1CCC(=O)O1,0
398.15,O=C1CCC(=O)N1,O=C1CCC(=O)N1,0
466.65,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0
454.15,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,0
334.15,CCCCCCCCCCCCCCCC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@@]1(CO)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CCCCCCCCCCCCCCCC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@@]1(CO)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0
360.15,CC(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,0
369.75,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,0
454.65,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,0
460.15,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,0
440.15,CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,0
476.65,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,0
464.65,NC(N)=NS(=O)(=O)c1ccc(N)cc1,NC(N)=NS(=O)(=O)c1ccc(N)cc1,0
511.15,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,0
470.15,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,0
483.15,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,0
440.15,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,0
455.65,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,0
510.15,Cc1csc(NS(=O)(=O)c2ccc(N)cc2)n1,Cc1csc(NS(=O)(=O)c2ccc(N)cc2)n1,0
410.15,Nc1ccc(S(=O)(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,Nc1ccc(S(=O)(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,0
420.15,NC(=O)NS(=O)(=O)c1ccc(N)cc1,NC(=O)NS(=O)(=O)c1ccc(N)cc1,0
454.15,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,0
493.15,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,0
473.15,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0
455.15,NC(=S)NS(=O)(=O)c1ccc(N)cc1,NC(=S)NS(=O)(=O)c1ccc(N)cc1,0
410.15,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,0
468.15,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,0
358.15,O=C(O)CS(=O)(=O)O,O=C(O)CS(=O)(=O)O,0
414.15,O=C(O)c1ccccc1S(=O)(=O)O,O=C(O)c1ccccc1S(=O)(=O)O,0
301.6,O=S1(=O)CCCC1,O=S1(=O)CCCC1,0
475.15,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,0
398.95,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,0
460.15,O=C(O)CS(=O)(=O)CC(=O)O,O=C(O)CS(=O)(=O)CC(=O)O,0
412.15,O=C(O)c1ccc(S(=O)(=O)O)cc1C(=O)O,O=C(O)c1ccc(S(=O)(=O)O)cc1C(=O)O,0
229.15,O=C=NS(=O)(=O)Cl,O=C=NS(=O)(=O)Cl,0
383.15,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCC[C@]21[C@@H]2C3=C(CC[C@H](O)C3)C[C@@H]21,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCC[C@]21[C@@H]2C3=C(CC[C@H](O)C3)C[C@@H]21,0
519.8499999999999,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,0
465.15,COc1cc(/C=C/CO)cc(OC)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,COc1cc(/C=C/CO)cc(OC)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0
223.15,CCOP(=O)(C#N)N(C)C,CCOP(=O)(C#N)N(C)C,0
407.65,OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,0
382.15,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,0
370.15,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0
479.15,O=C(O)C(O)C(O)C(=O)O,O=C(O)C(O)C(O)C(=O)O,0
420.15,O=C(O)[C@@H](O)[C@@H](O)C(=O)O,O=C(O)[C@@H](O)[C@@H](O)C(=O)O,0
445.65,O=C(O)[C@@H](O)[C@H](O)C(=O)O,O=C(O)[C@@H](O)[C@H](O)C(=O)O,0
442.15,O=C(O)[C@H](O)[C@@H](O)C(=O)O,O=C(O)[C@H](O)[C@@H](O)C(=O)O,0
398.15,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,0
478.15,CC(=O)O[C@H]1C[C@H]2[C@@H](OC(C)=O)/C=C3\C[C@](C)(C(=O)[C@H](O)C(=C1C)C2(C)C)[C@@H](O)C[C@@H]3OC(=O)[C@H](O)[C@H](c1ccccc1)N(C)C,CC(=O)O[C@H]1C[C@H]2[C@@H](OC(C)=O)/C=C3\C[C@](C)(C(=O)[C@H](O)C(=C1C)C2(C)C)[C@@H](O)C[C@@H]3OC(=O)[C@H](O)[C@H](c1ccccc1)N(C)C,0
488.15,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,0
436.65,CNC(=O)N(C)c1nnc(C(C)(C)C)s1,CNC(=O)N(C)c1nnc(C(C)(C)C)s1,0
517.15,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,0
471.15,COc1cc2c(cc1OC)[C@]1(O)C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4,COc1cc2c(cc1OC)[C@]1(O)C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4,0
449.45,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,0
243.95,CCOP(=S)(OCC)SCSC(C)(C)C,CCOP(=S)(OCC)SCSC(C)(C)C,0
449.25,CCNc1nc(Cl)nc(NC(C)(C)C)n1,CCNc1nc(Cl)nc(NC(C)(C)C)n1,0
376.95,CCNc1nc(NC(C)(C)C)nc(SC)n1,CCNc1nc(NC(C)(C)C)nc(SC)n1,0
